Liked,Explicit_Content,Number_Of_Artists,Acousticness,Danceability,Duration (ms),Energy,Instrumentalness,Liveness,Loudness,Key,Mode,Speechiness,Tempo,Time Signature
0,0,0.25,0.21787011957229724,0.6860792379302879,0.13034299244229092,0.6836146770443748,3.898477157360406e-06,0.27537719388278764,0.7558462478475809,11,0,0.34642900448647995,0.5670596589975078,4
0,0,0.25,0.01154445791903291,0.8387096774193548,0.2003049473306113,0.5633276053775396,0.0,0.1481063327517192,0.8035605176914958,8,0,0.12089244573784406,0.6918747246533096,4
0,0,0.25,0.09718717781695722,0.5832431262177961,0.16111921534706086,0.63004144344486,0.0,0.48270553217694756,0.8289729489529523,8,1,0.5743906875227356,0.04830978228707071,4
0,0,0.25,0.19076163847916763,0.785667893483438,0.2543759208896252,0.7735772768624279,6.639593908629442e-05,0.09884019295904753,0.8216408376381714,1,1,0.03819570753001091,0.428935896002788,4
0,0,0.25,0.4487942177730311,0.6871617233167352,0.22390024703665964,0.3844132214697261,1.573604060913706e-05,0.11115672790721545,0.7184080431039271,2,1,0.04644113010791803,0.4357349044259308,4
0,0,0.25,0.8202808105307332,0.3299415457891319,0.33175483993930377,0.4652784797331447,0.0020913705583756347,0.09370830339731089,0.7117702605121369,0,1,0.009336728507335999,0.6724837422163189,3
0,0,0.25,0.0017753645473236068,0.6168001731976618,0.21008525330420696,0.8807237440614576,4.568527918781726e-06,0.0484450374627938,0.906876631672499,9,1,0.09239723535831212,0.5011539903077964,4
0,0,0.25,0.0933719101075538,0.6135527170383199,0.22838649141969108,0.5896088143131507,1.6751269035532996e-06,0.08139176844914299,0.8654668666333388,8,1,0.010913059294288834,0.46856609306882513,4
0,0,0.25,0.23995851157410655,0.7077289456592336,0.2510610847621631,0.6017386030526635,1.4314720812182742e-05,0.17684491429744434,0.8629117369327335,0,0,0.023644961804292465,0.45496150077919,4
0,0,0.25,0.21987815520882537,0.5421086815327993,0.34602432248180215,0.4319215606994845,2.2131979695431475e-05,0.06558554859899417,0.7212409042937289,0,1,0.034800533527343275,0.4674285413694018,4
0,0,0.25,0.05953650963205498,0.6774193548387097,0.22384013722629878,0.547154553724856,0.0001451776649746193,0.07523350097505903,0.7497639282341833,7,1,0.06717594276706682,0.724804544946443,4
0,0,0.25,0.22289020866361756,0.39705563974886343,0.35759766011567473,0.6229657333468108,8.34517766497462e-05,0.2671661705840091,0.8209465089151808,4,0,0.012853158724384623,0.2120909252306336,4
0,0,0.25,0.05441601875890827,0.5453561376921411,0.32831538591231296,0.6512685737390074,1.8274111675126902e-06,0.10807759417017347,0.8157529300672111,1,0,0.012368133866860677,0.38271052925743515,4
0,0,0.25,0.6546178705171634,0.6969040917947608,0.06232654287955314,0.4976245830385121,0.0037258883248730964,0.10705121625782614,0.7695106371160362,9,1,0.1366557536073724,0.5675988453521479,4
0,0,0.25,0.001193034212730452,0.7423684780255466,0.21407742436793067,0.6937228343273021,0.5076142131979695,0.08180231961408191,0.7412653446647781,11,0,0.028131441736388988,0.5034093673765954,4
0,0,0.25,0.16566119302256613,0.5561809915566139,0.10912569547783633,0.7462852521985242,0.802030456852792,0.33490711279893265,0.7629006276731656,9,1,0.015035770583242392,0.38144804413437566,4
0,0,0.25,0.002869743969231432,0.6655120155877896,0.22774141052801336,0.6532902051955929,0.265989847715736,0.14913271066406653,0.8514691995778482,7,1,0.025827573663150236,0.30471262024842016,4
0,0,0.25,0.01405450246469306,0.8116475427581729,0.30878702800970553,0.8322045891034064,2.0913705583756343e-05,0.06178795032330904,0.8870466033438871,5,1,0.15726931005214015,0.43722095462286537,4
0,0,0.25,0.014656913155651496,0.5518510500108248,0.08431793691402098,0.47235418983119376,0.00013401015228426397,0.4498614389818332,0.7621507526523357,2,1,0.04680489875106099,0.6982134520420038,4
0,0,0.25,0.006062520631311143,0.6178826585841091,0.17274533232661618,0.6886687556858384,0.0015126903553299492,0.17787129220979167,0.8601899683386103,9,0,0.044864799320965196,0.4094068292554625,4
0,0,0.25,0.4497982355912951,0.17298116475427583,0.8196910942184625,0.6532902051955929,0.0,0.9548393718567176,0.8018108093095595,5,1,0.038801988601915846,0.1570741907273098,3
0,0,0.25,0.07539999116062712,0.30287941112794986,0.33212722754495405,0.8797129283331648,2.284263959390863e-06,1.0,0.7512081319780037,1,1,0.14999393718928095,0.759325622530099,3
0,0,0.25,0.5441759105081168,0.3559211950638667,0.3898707639077241,0.777620539775599,0.0,0.9702350405419276,0.815614064322613,5,0,0.028616466593912933,0.5722345329133816,4
0,0,0.25,0.6385535854249385,0.12751677852348992,0.13697999516189333,0.6381279692712019,0.030761421319796957,0.9476547264702863,0.8128645225795701,8,1,0.024978780162483328,0.20786949060040372,4
0,0,0.25,0.7078308148851585,0.7412859926390993,0.23339026660900034,0.5552410795511978,0.0,0.13476341989120394,0.8940176637227129,5,1,0.010064265793621926,0.42196592605256406,4
0,0,0.25,0.1234924446554756,0.6925741502489716,0.2587903267188107,0.7493176993834024,0.0,0.1368161757158986,0.7723157251569183,0,1,0.03261792166848551,0.5012394710713369,4
0,0,0.25,0.05973731319570779,0.7466984195713358,0.39575566095134773,0.6997877286970585,0.21725888324873097,0.05562968284922509,0.7938676887185468,6,1,0.04304595610525039,0.41579158474760153,4
0,0,0.25,0.0715847234512237,0.5789131846720069,0.22550268661530454,0.6583442838370566,0.8294416243654822,0.19737247254439086,0.7961173137810365,2,0,0.018067175942767064,0.30369342652928366,4
0,0,0.25,0.010841645446248068,0.6232950855163455,0.5337941752127667,0.9140806630951178,0.9421319796954315,0.10499846043313149,0.7380436593901016,7,1,0.02315993694676852,0.49482841380580084,5
0,0,0.25,0.0014339984891138264,0.5107166053258282,0.26261976146667937,0.8999292428990195,0.10253807106598986,0.11526223955660476,0.8672165750152753,5,0,0.0317691281678186,0.3039038407164603,4
0,0,0.25,0.0009048810988886667,0.4544273652305694,0.326991503991438,0.9656322652380471,0.0007441624365482234,0.47141537514112697,0.9222074098761317,8,1,0.07784648963259366,0.6718064715513442,4
0,0,0.25,0.007909913416917012,0.464169733708595,0.2987780115381514,0.9130698473668251,0.3695431472081218,0.421122857436108,0.8254735321890796,5,0,0.033951740026676364,0.4683030753348544,4
0,0,0.25,0.0024078957728299643,0.6048928339467418,0.24292720115528124,0.8817345597897503,0.0,0.2343220773888946,0.8674943065044715,1,1,0.1851582393597672,0.237853512273065,4
0,0,0.25,6.481939034712771e-05,0.45875730677635856,0.18313260077556318,0.9474375821287778,0.9370558375634518,0.21892640870368474,0.7435705160251069,7,0,0.019400994300957923,0.6331757418743957,4
0,0,0.25,0.0015946413400360758,0.456592336003464,0.2520389687502291,0.5734357626604669,0.35228426395939083,0.08518936672482808,0.6969116258401378,4,0,0.012853158724384623,0.159290115136013,4
0,0,0.25,0.15260896138513333,0.7466984195713358,0.10947755778238782,0.7381987263721823,5.83756345177665e-05,0.07246228061172123,0.838249180692107,9,1,0.02631259852067418,0.5543164497866269,4
0,0,0.25,0.0615445452685831,0.5854080969906906,0.27677195657432724,0.784696249873648,0.5177664974619289,0.3092476649902494,0.8308059767816476,9,0,0.005577785861525403,0.6191700475404553,4
0,0,0.25,0.4869468948670653,0.7023165187269972,0.25438178526136773,0.8948751642575559,5.6852791878172585e-06,0.1327106640665093,0.8817697050491585,6,0,0.08184794470716625,0.632347236012388,4
0,0,0.25,0.008000275020560778,0.6958216064083135,0.1472030612020496,0.6967552815121802,0.0,0.08139176844914299,0.8377770371604732,5,1,0.028980235237055896,0.43571517809588306,4
0,0,0.25,0.002377775238282043,0.464169733708595,0.300790957138773,0.7361770949155969,4.649746192893402e-06,0.0702042492045571,0.7998389157362662,3,0,0.016248332727052263,0.46817814191121826,4
0,0,0.25,0.1184723555641553,0.6536046763368695,0.22541472103916668,0.8534317193975538,0.04253807106598985,0.08857641383557426,0.779508970727101,6,0,0.4385837274160301,0.7243113866952479,4
0,0,0.25,0.007598667893255155,0.37432344663347045,0.1651685640352742,0.8099666430809664,0.9918781725888325,0.12655239659242537,0.8171415875131922,5,1,0.025706317448769247,0.23817570899717908,4
0,0,0.25,0.05130356352228969,0.5702533015804286,0.21771333484829603,0.9767512382492671,0.0,0.06917787129220979,1.0,0,1,0.39493149023887475,0.7976670326996796,4
0,0,0.25,0.06044012566849263,0.6579346178826586,0.16983367175645264,0.7766097240473062,0.0,0.3513291593964898,0.8557462645114703,9,1,0.18758336364738692,0.5519032620774456,4
0,0,0.25,0.11947637338241936,0.8419571335786966,0.130477872992369,0.5865763671282724,0.0,0.09884019295904753,0.782397378214742,7,1,0.1766703043530981,0.3237025006411057,4
0,0,0.25,0.4568263603191436,0.5085516345529336,0.15106621608743778,0.6249873648033963,0.0,0.30206301960381815,0.8193078931289229,1,1,0.3779556202255366,0.15761337708194972,4
0,0,0.25,0.4849388592305372,0.5247889153496429,0.18441103381543356,0.716971596078035,0.0,0.2948783742173869,0.715158584680331,11,0,0.402206863101734,0.26163689086736674,4
0,0,0.25,0.06495820585068089,0.5756657285126651,0.13894162750976785,0.5117760032346104,0.0,0.1296315303294673,0.7892573459978892,2,1,0.168182369346429,0.15614047777171372,4
0,0,0.25,0.19778976320701605,0.8148949989175146,0.09881612995447782,0.6724957040331548,0.0,0.08529200451606282,0.7816475031939121,5,1,0.34642900448647995,0.35633642598352183,4
0,0,0.25,0.07770923214263446,0.827884823554882,0.17019579671155355,0.6249873648033963,0.0,0.13065790824181464,0.7680664333722158,1,1,0.23972353583121134,0.29727579382039826,4
0,0,0.5,0.1606411039312458,0.357003680450314,0.24570104898949544,0.8200748003638936,5.654822335025381e-06,0.32053782202607006,0.8580792090207188,5,1,0.11119194858736511,0.1629920897416508,4
0,0,0.5,0.03895414435764175,0.8711842390127733,0.18799123276424493,0.475386637016072,2.6598984771573604e-05,0.09473468130965822,0.7585680164417042,1,1,0.2918637080150358,0.5677566559925303,4
0,0,0.5,0.058632893595617325,0.7661831565273869,0.31449452780811776,0.7200040432629131,2.5989847715736043e-06,0.09678743713435287,0.8529967227684275,11,0,0.033224202740390445,0.43534695326832407,4
0,0,0.5,0.05290999203151218,0.5973154362416108,0.24439622627678367,0.7624583038512079,0.0,0.18505593759622296,0.8245570182747319,2,1,0.1366557536073724,0.6986408558597061,4
0,0,0.5,0.05421521519525546,0.7250487118423901,0.18434799181920142,0.6836146770443748,0.0,0.07164117828184338,0.8746042326278953,11,0,0.11846732145022432,0.4486161979471465,4
0,0,0.5,0.015460127410262745,0.5464386230785884,0.16439593305819655,0.6320630749014454,6.426395939086295e-06,0.8388586677614698,0.8112259067933122,1,1,0.013338183581908568,0.6327417626133441,4
0,0,0.5,0.9347388418128362,0.45334487984412214,0.263928982458198,0.19134741736581423,0.05715736040609137,0.08323924869136817,0.6610009442870632,6,1,0.011640596580574751,0.7345493519900579,4
0,0,0.5,0.8072285788933006,0.30396189651439715,0.20280023750705556,0.6088143131507125,3.1573604060913705e-06,0.22816380991481064,0.826695550741543,11,1,0.015035770583242392,0.16599706735226624,3
0,0,0.5,0.9136544676292909,0.5475211084650357,0.2488722080092657,0.3379156979682604,0.12284263959390863,0.09268192548496355,0.6220629895017497,0,0,0.011276827937431788,0.4195001347965886,3
0,0,0.5,0.9116464319927627,0.6741718986793679,0.17125431581107928,0.12059031638532297,2.131979695431472e-06,0.16966026891101305,0.588540798755763,6,1,0.0345580210985813,0.26308348840420565,4
0,0,0.5,0.279115206486405,0.7466984195713358,0.13212722754495407,0.6330738906297382,0.0,0.1953197167196962,0.8174470921513081,0,1,0.030192797380865766,0.6061309433788572,4
0,0,0.5,0.22289020866361756,0.7228837410694955,0.11378640492020789,0.917113110279996,0.0,0.2527968798111465,0.9298172526801088,8,1,0.33794106947981084,0.7440903202898455,4
0,0,0.5,0.0065143286495299695,0.6893266940896298,0.060205106401694804,0.5198625290609522,0.0,0.14707995483937186,0.8265844581458646,1,1,0.030192797380865766,0.5738455165339522,4
0,0,0.5,0.1485928901120771,0.4966442953020135,0.12545503859489654,0.7513393308399878,0.0,0.3338807348865853,0.842304060434372,1,0,0.1318055050321329,0.14792774902847822,4
0,0,0.5,0.8895580399909534,0.5334487984412212,0.18778451366032092,0.33286161932679675,0.0012994923857868022,0.09576105922200555,0.7251569182913958,1,1,0.0662058930520189,0.17904274695721356,4
0,0,0.5,0.8504013450786551,0.10478458540809699,0.3397509108102363,0.12261194784190843,0.0023553299492385786,0.09268192548496355,0.5532688996278398,7,0,0.00679034800533527,0.21916610227444586,1
0,0,0.5,0.24999868975674716,0.7434509634119939,0.2824941173020958,0.712928333164864,0.03746192893401015,0.1511854664887612,0.8626617785924569,2,1,0.026433854735055173,0.5018509873028187,4
0,0,0.5,0.0681710628691259,0.6871617233167352,0.28847577647947104,0.5987061558677853,2.1421319796954316e-05,0.05429539156317356,0.8343609398433595,0,0,0.16454468291499938,0.1921607564390029,4
0,0,0.5,0.4006013624963562,0.5940679800822689,0.31747802693212723,0.6472253108258365,0.0,0.09576105922200555,0.8331666944398156,6,1,0.02922274766581787,0.34819602711712827,4
0,0,0.5,0.16766922865909425,0.7337085949339683,0.2549125109040662,0.5067219245931467,1.3604060913705584e-06,0.11936775120599406,0.7874798644670332,9,1,0.01564205165514733,0.2779637167035987,4
0,0,0.5,0.17268931775041452,0.5756657285126651,0.16450295784249763,0.8079450116243809,0.0,0.3461972698347532,0.835277453757707,10,1,0.2797380865769371,0.6342080864802309,4
0,0,0.5,0.35843261412926564,0.930720935267374,0.13382203097854373,0.5522086323663197,0.0,0.12449964076773071,0.7147142142976171,1,1,0.46040984600460777,0.5738192147605552,4
0,0,0.5,0.39959734467809216,0.8516995020567222,0.1901669146807216,0.6290306277165673,0.0,0.27229806014574565,0.8003388324168195,2,1,0.30762701588456415,0.4617407828722851,4
0,0,0.5,0.09076146378006723,0.7142238579779173,0.12233519282787336,0.8392802992014555,0.0,0.1604228676998871,0.8666333388879631,1,0,0.364617436643628,0.6079523411866046,4
0,0,0.5,0.020480216501583045,0.4955618099155662,0.2836669916506007,0.4359648236126554,0.0004598984771573604,0.06086421020219645,0.6115647392101317,4,1,0.014550745725718439,0.18127839769596465,4
0,0,0.5,0.16967726429562238,0.663347044814895,0.31899983139931243,0.4824623471141211,0.00417258883248731,0.1132094837319101,0.6357551519191246,9,1,0.011883109009336723,0.5208079904787579,4
0,0,0.5,0.026303519847514594,0.5117990907122755,0.2786441572531283,0.5795006570302234,0.0,0.414964589962024,0.7644836971615842,2,1,0.006669091790954284,0.34346828334900475,4
